Name,organ,gene,median_FC,class,target,group
NC4,40-Spleen CD8 naive,NC,1.054418845,TRUE,Qtrt2,Qtrt2NC
NC5,14-Mesenteric fat(mFat),NC,1.054866934,TRUE,Qtrt2,Qtrt2NC
NC7,09-Optic nerve,NC,1.05503196,TRUE,Qtrt2,Qtrt2NC
NC3,24-Tongue,NC,1.055276382,TRUE,Qtrt2,Qtrt2NC
NC7,41-Spleen CD4 naive,NC,1.055322986,TRUE,Qtrt2,Qtrt2NC
NC1,31-Spleen Treg,NC,1.055668314,TRUE,Qtrt2,Qtrt2NC
NC1,09-Optic nerve,NC,1.056168647,TRUE,Qtrt2,Qtrt2NC
NC6,09-Optic nerve,NC,1.05624289,TRUE,Qtrt2,Qtrt2NC
NC2,09-Optic nerve,NC,1.056726201,TRUE,Qtrt2,Qtrt2NC
NC1,21-Kidney,NC,1.056741953,TRUE,Qtrt2,Qtrt2NC
NC5,23-Crude tail,NC,1.056825187,TRUE,Qtrt2,Qtrt2NC
NC5,36-Spleen,NC,1.056954381,TRUE,Qtrt2,Qtrt2NC
NC7,15-Salivary gland,NC,1.056972063,TRUE,Qtrt2,Qtrt2NC
NC2,22-Liver,NC,1.057028012,TRUE,Qtrt2,Qtrt2NC
NC5,13-Brown fat(bFat),NC,1.057063303,TRUE,Qtrt2,Qtrt2NC
NC7,25-Tail epidermis,NC,1.057481454,TRUE,Qtrt2,Qtrt2NC
NC2,27-Small intestine(basal layer),NC,1.057699412,TRUE,Qtrt2,Qtrt2NC
NC2,09-Optic nerve,NC,1.058173077,TRUE,Qtrt2,Qtrt2NC
NC6,15-Salivary gland,NC,1.058578375,TRUE,Qtrt2,Qtrt2NC
NC7,11-Muscle,NC,1.058624789,TRUE,Qtrt2,Qtrt2NC
NC7,05-Cerebral cortex,NC,1.058636554,TRUE,Qtrt2,Qtrt2NC
NC5,12-Thyroid,NC,1.059152274,TRUE,Qtrt2,Qtrt2NC
NC2,10-Heart,NC,1.059358073,TRUE,Qtrt2,Qtrt2NC
Qtrt2,35-LN,Qtrt2,1.059536366,TRUE,Qtrt2,Qtrt2Qtrt2
NC4,10-Heart,NC,1.059594305,TRUE,Qtrt2,Qtrt2NC
NC1,11-Muscle,NC,1.059848618,TRUE,Qtrt2,Qtrt2NC
NC2,39-Whole blood,NC,1.059857436,TRUE,Qtrt2,Qtrt2NC
NC4,31-Spleen Treg,NC,1.06027461,TRUE,Qtrt2,Qtrt2NC
NC5,15-Salivary gland,NC,1.060918136,TRUE,Qtrt2,Qtrt2NC
NC4,18-Lung,NC,1.061274201,TRUE,Qtrt2,Qtrt2NC
NC2,20-Skin,NC,1.061468529,TRUE,Qtrt2,Qtrt2NC
NC6,23-Crude tail,NC,1.061572647,TRUE,Qtrt2,Qtrt2NC
NC8,31-Spleen Treg,NC,1.062026262,TRUE,Qtrt2,Qtrt2NC
NC7,17-Ear lobe,NC,1.062378777,TRUE,Qtrt2,Qtrt2NC
NC7,26-Large intestine(basal layer),NC,1.062477458,TRUE,Qtrt2,Qtrt2NC
NC7,35-LN,NC,1.062830946,TRUE,Qtrt2,Qtrt2NC
NC8,38-Spleen CD8 effector/memory,NC,1.063030799,TRUE,Qtrt2,Qtrt2NC
NC8,26-Large intestine(basal layer),NC,1.06379822,TRUE,Qtrt2,Qtrt2NC
NC2,08-Olfactory bulb,NC,1.063958541,TRUE,Qtrt2,Qtrt2NC
NC5,41-Spleen CD4 naive,NC,1.064359261,TRUE,Qtrt2,Qtrt2NC
NC6,39-Whole blood,NC,1.064504175,TRUE,Qtrt2,Qtrt2NC
NC3,31-Spleen Treg,NC,1.064539313,TRUE,Qtrt2,Qtrt2NC
NC2,13-Brown fat(bFat),NC,1.064555223,TRUE,Qtrt2,Qtrt2NC
NC5,36-Spleen,NC,1.06501209,TRUE,Qtrt2,Qtrt2NC
NC2,18-Lung,NC,1.065083398,TRUE,Qtrt2,Qtrt2NC
NC7,06-Hypothalamus,NC,1.065232829,TRUE,Qtrt2,Qtrt2NC
NC8,27-Small intestine(basal layer),NC,1.065247253,TRUE,Qtrt2,Qtrt2NC
NC2,15-Salivary gland,NC,1.065399894,TRUE,Qtrt2,Qtrt2NC
NC2,17-Ear lobe,NC,1.065645604,TRUE,Qtrt2,Qtrt2NC
NC4,19-Perigonadal fat(pFat),NC,1.065755794,TRUE,Qtrt2,Qtrt2NC
NC3,09-Optic nerve,NC,1.065970346,TRUE,Qtrt2,Qtrt2NC
NC6,06-Hypothalamus,NC,1.066135891,TRUE,Qtrt2,Qtrt2NC
NC2,25-Tail epidermis,NC,1.066161257,TRUE,Qtrt2,Qtrt2NC
NC3,23-Crude tail,NC,1.066231115,TRUE,Qtrt2,Qtrt2NC
NC7,25-Tail skin dermis,NC,1.066508165,TRUE,Qtrt2,Qtrt2NC
NC5,22-Liver,NC,1.066666667,TRUE,Qtrt2,Qtrt2NC
NC8,28-Small intestine(epithelium),NC,1.06711189,TRUE,Qtrt2,Qtrt2NC
NC6,37-Spleen CD8 central memory,NC,1.067180242,TRUE,Qtrt2,Qtrt2NC
NC4,23-Crude tail,NC,1.067181141,TRUE,Qtrt2,Qtrt2NC
NC2,01-Eyeball,NC,1.067277487,TRUE,Qtrt2,Qtrt2NC
NC4,13-Brown fat(bFat),NC,1.06729155,TRUE,Qtrt2,Qtrt2NC
NC4,13-Brown fat(bFat),NC,1.06757381,TRUE,Qtrt2,Qtrt2NC
NC2,08-Olfactory bulb,NC,1.067803742,TRUE,Qtrt2,Qtrt2NC
NC3,09-Optic nerve,NC,1.06784713,TRUE,Qtrt2,Qtrt2NC
NC7,13-Brown fat(bFat),NC,1.06795169,TRUE,Qtrt2,Qtrt2NC
NC6,28-Small intestine(epithelium),NC,1.068277419,TRUE,Qtrt2,Qtrt2NC
NC1,10-Heart,NC,1.068452423,TRUE,Qtrt2,Qtrt2NC
NC7,35-LN,NC,1.069071424,TRUE,Qtrt2,Qtrt2NC
NC1,11-Muscle,NC,1.069323252,TRUE,Qtrt2,Qtrt2NC
NC4,09-Optic nerve,NC,1.069633023,TRUE,Qtrt2,Qtrt2NC
NC2,19-Perigonadal fat(pFat),NC,1.069663428,TRUE,Qtrt2,Qtrt2NC
NC7,40-Spleen CD8 naive,NC,1.069886755,TRUE,Qtrt2,Qtrt2NC
NC6,25-Tail epidermis,NC,1.069957224,TRUE,Qtrt2,Qtrt2NC
NC2,24-Tongue,NC,1.07032544,TRUE,Qtrt2,Qtrt2NC
NC5,11-Muscle,NC,1.07033355,TRUE,Qtrt2,Qtrt2NC
NC3,15-Salivary gland,NC,1.070602744,TRUE,Qtrt2,Qtrt2NC
NC5,25-Tail epidermis,NC,1.07072554,TRUE,Qtrt2,Qtrt2NC
NC5,27-Small intestine(basal layer),NC,1.07082485,TRUE,Qtrt2,Qtrt2NC
Qtrt2,31-Spleen Treg,Qtrt2,1.07103173,TRUE,Qtrt2,Qtrt2Qtrt2
NC4,27-Small intestine(basal layer),NC,1.071169562,TRUE,Qtrt2,Qtrt2NC
NC6,27-Small intestine(basal layer),NC,1.071558963,TRUE,Qtrt2,Qtrt2NC
NC2,12-Thyroid,NC,1.071722179,TRUE,Qtrt2,Qtrt2NC
NC3,24-Tongue,NC,1.071860705,TRUE,Qtrt2,Qtrt2NC
NC8,15-Salivary gland,NC,1.072076937,TRUE,Qtrt2,Qtrt2NC
NC8,09-Optic nerve,NC,1.072802198,TRUE,Qtrt2,Qtrt2NC
NC1,05-Cerebral cortex,NC,1.072962594,TRUE,Qtrt2,Qtrt2NC
NC4,10-Heart,NC,1.072998612,TRUE,Qtrt2,Qtrt2NC
NC4,10-Heart,NC,1.073115427,TRUE,Qtrt2,Qtrt2NC
NC6,01-Eyeball,NC,1.073237509,TRUE,Qtrt2,Qtrt2NC
NC2,24-Tongue,NC,1.073679816,TRUE,Qtrt2,Qtrt2NC
NC6,23-Crude tail,NC,1.074321813,TRUE,Qtrt2,Qtrt2NC
NC3,32-Spleen CD4 effector/memory,NC,1.075068493,TRUE,Qtrt2,Qtrt2NC
NC2,39-Whole blood,NC,1.075090323,TRUE,Qtrt2,Qtrt2NC
NC3,36-Spleen,NC,1.075279162,TRUE,Qtrt2,Qtrt2NC
NC6,18-Lung,NC,1.075293227,TRUE,Qtrt2,Qtrt2NC
NC3,17-Ear lobe,NC,1.075420086,TRUE,Qtrt2,Qtrt2NC
NC2,36-Spleen,NC,1.075607439,TRUE,Qtrt2,Qtrt2NC
NC2,28-Small intestine(epithelium),NC,1.075906768,TRUE,Qtrt2,Qtrt2NC
NC5,11-Muscle,NC,1.076520514,TRUE,Qtrt2,Qtrt2NC
NC6,17-Ear lobe,NC,1.077162293,TRUE,Qtrt2,Qtrt2NC
NC5,14-Mesenteric fat(mFat),NC,1.07720237,TRUE,Qtrt2,Qtrt2NC
NC1,09-Optic nerve,NC,1.07727655,TRUE,Qtrt2,Qtrt2NC
NC8,04-Hippocampal formation,NC,1.077584649,TRUE,Qtrt2,Qtrt2NC
NC5,07-Brain stem,NC,1.077698772,TRUE,Qtrt2,Qtrt2NC
NC3,07-Brain stem,NC,1.077706636,TRUE,Qtrt2,Qtrt2NC
NC7,28-Small intestine(epithelium),NC,1.077833354,TRUE,Qtrt2,Qtrt2NC
NC4,22-Liver,NC,1.077954166,TRUE,Qtrt2,Qtrt2NC
NC3,34-Spleen NK,NC,1.078016306,TRUE,Qtrt2,Qtrt2NC
NC5,41-Spleen CD4 naive,NC,1.078186597,TRUE,Qtrt2,Qtrt2NC
NC8,35-LN,NC,1.078546307,TRUE,Qtrt2,Qtrt2NC
NC7,19-Perigonadal fat(pFat),NC,1.078636741,TRUE,Qtrt2,Qtrt2NC
NC2,35-LN,NC,1.079217287,TRUE,Qtrt2,Qtrt2NC
NC3,28-Small intestine(epithelium),NC,1.079869601,TRUE,Qtrt2,Qtrt2NC
NC2,17-Ear lobe,NC,1.079881921,TRUE,Qtrt2,Qtrt2NC
NC7,05-Cerebral cortex,NC,1.080216934,TRUE,Qtrt2,Qtrt2NC
NC1,03-Cerebellum(flocculus),NC,1.080540331,TRUE,Qtrt2,Qtrt2NC
NC4,14-Mesenteric fat(mFat),NC,1.08065639,TRUE,Qtrt2,Qtrt2NC
NC8,33-LN NK,NC,1.08119828,TRUE,Qtrt2,Qtrt2NC
NC2,20-Skin,NC,1.081208923,TRUE,Qtrt2,Qtrt2NC
NC4,18-Lung,NC,1.081293706,TRUE,Qtrt2,Qtrt2NC
NC5,40-Spleen CD8 naive,NC,1.081409338,TRUE,Qtrt2,Qtrt2NC
NC1,07-Brain stem,NC,1.081494058,TRUE,Qtrt2,Qtrt2NC
NC8,35-LN,NC,1.081605683,TRUE,Qtrt2,Qtrt2NC
NC5,09-Optic nerve,NC,1.08223182,TRUE,Qtrt2,Qtrt2NC
NC8,09-Optic nerve,NC,1.08227726,TRUE,Qtrt2,Qtrt2NC
NC2,05-Cerebral cortex,NC,1.082744432,TRUE,Qtrt2,Qtrt2NC
NC5,15-Salivary gland,NC,1.083022549,TRUE,Qtrt2,Qtrt2NC
NC4,18-Lung,NC,1.083041958,TRUE,Qtrt2,Qtrt2NC
NC6,19-Perigonadal fat(pFat),NC,1.083300295,TRUE,Qtrt2,Qtrt2NC
NC6,10-Heart,NC,1.083617102,TRUE,Qtrt2,Qtrt2NC
NC5,30-LN Treg,NC,1.083661876,TRUE,Qtrt2,Qtrt2NC
NC7,07-Brain stem,NC,1.083696865,TRUE,Qtrt2,Qtrt2NC
NC4,05-Cerebral cortex,NC,1.083853799,TRUE,Qtrt2,Qtrt2NC
NC7,29-Large intestine(epithelium),NC,1.084065245,TRUE,Qtrt2,Qtrt2NC
NC3,07-Brain stem,NC,1.084183189,TRUE,Qtrt2,Qtrt2NC
NC8,29-Large intestine(epithelium),NC,1.084478022,TRUE,Qtrt2,Qtrt2NC
NC4,10-Heart,NC,1.084792743,TRUE,Qtrt2,Qtrt2NC
NC1,22-Liver,NC,1.084814923,TRUE,Qtrt2,Qtrt2NC
NC5,21-Kidney,NC,1.084823975,TRUE,Qtrt2,Qtrt2NC
NC3,11-Muscle,NC,1.084975572,TRUE,Qtrt2,Qtrt2NC
NC5,10-Heart,NC,1.085059615,TRUE,Qtrt2,Qtrt2NC
NC2,37-Spleen CD8 central memory,NC,1.085124408,TRUE,Qtrt2,Qtrt2NC
NC7,34-Spleen NK,NC,1.08540809,TRUE,Qtrt2,Qtrt2NC
NC6,38-Spleen CD8 effector/memory,NC,1.086192676,TRUE,Qtrt2,Qtrt2NC
NC2,09-Optic nerve,NC,1.087038197,TRUE,Qtrt2,Qtrt2NC
NC7,04-Hippocampal formation,NC,1.087745713,TRUE,Qtrt2,Qtrt2NC
NC2,05-Cerebral cortex,NC,1.088050314,TRUE,Qtrt2,Qtrt2NC
NC5,26-Large intestine(basal layer),NC,1.088344611,TRUE,Qtrt2,Qtrt2NC
NC4,15-Salivary gland,NC,1.088572509,TRUE,Qtrt2,Qtrt2NC
NC1,30-LN Treg,NC,1.088750774,TRUE,Qtrt2,Qtrt2NC
NC2,11-Muscle,NC,1.088849468,TRUE,Qtrt2,Qtrt2NC
NC1,05-Cerebral cortex,NC,1.08885116,TRUE,Qtrt2,Qtrt2NC
NC3,20-Skin,NC,1.088939198,TRUE,Qtrt2,Qtrt2NC
NC1,06-Hypothalamus,NC,1.08939098,TRUE,Qtrt2,Qtrt2NC
NC3,41-Spleen CD4 naive,NC,1.089631539,TRUE,Qtrt2,Qtrt2NC
NC7,02-Cerebellum(central part),NC,1.089714691,TRUE,Qtrt2,Qtrt2NC
NC3,27-Small intestine(basal layer),NC,1.089803748,TRUE,Qtrt2,Qtrt2NC
NC5,25-Tail epidermis,NC,1.089855731,TRUE,Qtrt2,Qtrt2NC
NC2,15-Salivary gland,NC,1.090500187,TRUE,Qtrt2,Qtrt2NC
Qtrt2,32-Spleen CD4 effector/memory,Qtrt2,1.090562844,TRUE,Qtrt2,Qtrt2Qtrt2
NC8,37-Spleen CD8 central memory,NC,1.090679764,TRUE,Qtrt2,Qtrt2NC
NC4,28-Small intestine(epithelium),NC,1.090787519,TRUE,Qtrt2,Qtrt2NC
NC5,19-Perigonadal fat(pFat),NC,1.090798909,TRUE,Qtrt2,Qtrt2NC
NC6,29-Large intestine(epithelium),NC,1.090826746,TRUE,Qtrt2,Qtrt2NC
NC5,03-Cerebellum(flocculus),NC,1.090909091,TRUE,Qtrt2,Qtrt2NC
NC3,11-Muscle,NC,1.091272016,TRUE,Qtrt2,Qtrt2NC
NC6,25-Tail epidermis,NC,1.09146838,TRUE,Qtrt2,Qtrt2NC
NC1,21-Kidney,NC,1.09149281,TRUE,Qtrt2,Qtrt2NC
NC6,20-Skin,NC,1.091562618,TRUE,Qtrt2,Qtrt2NC
NC5,35-LN,NC,1.091662351,TRUE,Qtrt2,Qtrt2NC
NC3,13-Brown fat(bFat),NC,1.091926313,TRUE,Qtrt2,Qtrt2NC
Qtrt2,09-Optic nerve,Qtrt2,1.092123912,TRUE,Qtrt2,Qtrt2Qtrt2
NC2,13-Brown fat(bFat),NC,1.092182317,TRUE,Qtrt2,Qtrt2NC
NC3,12-Thyroid,NC,1.092372859,TRUE,Qtrt2,Qtrt2NC
NC1,38-Spleen CD8 effector/memory,NC,1.093237125,TRUE,Qtrt2,Qtrt2NC
NC6,20-Skin,NC,1.093341695,TRUE,Qtrt2,Qtrt2NC
NC1,20-Skin,NC,1.093609297,TRUE,Qtrt2,Qtrt2NC
NC4,21-Kidney,NC,1.093952684,TRUE,Qtrt2,Qtrt2NC
NC3,29-Large intestine(epithelium),NC,1.094264131,TRUE,Qtrt2,Qtrt2NC
NC5,33-LN NK,NC,1.094375483,TRUE,Qtrt2,Qtrt2NC
NC3,23-Crude tail,NC,1.094628246,TRUE,Qtrt2,Qtrt2NC
NC2,14-Mesenteric fat(mFat),NC,1.094747817,TRUE,Qtrt2,Qtrt2NC
NC3,40-Spleen CD8 naive,NC,1.09526691,TRUE,Qtrt2,Qtrt2NC
NC1,09-Optic nerve,NC,1.095307491,TRUE,Qtrt2,Qtrt2NC
Qtrt2,41-Spleen CD4 naive,Qtrt2,1.095386573,TRUE,Qtrt2,Qtrt2Qtrt2
NC5,10-Heart,NC,1.095479141,TRUE,Qtrt2,Qtrt2NC
NC3,22-Liver,NC,1.095653337,TRUE,Qtrt2,Qtrt2NC
NC4,41-Spleen CD4 naive,NC,1.095790643,TRUE,Qtrt2,Qtrt2NC
NC2,11-Muscle,NC,1.095841354,TRUE,Qtrt2,Qtrt2NC
NC3,32-Spleen CD4 effector/memory,NC,1.095990882,TRUE,Qtrt2,Qtrt2NC
NC7,18-Lung,NC,1.096299701,TRUE,Qtrt2,Qtrt2NC
NC3,31-Spleen Treg,NC,1.09656584,TRUE,Qtrt2,Qtrt2NC
NC5,05-Cerebral cortex,NC,1.096760989,TRUE,Qtrt2,Qtrt2NC
NC1,24-Tongue,NC,1.096972356,TRUE,Qtrt2,Qtrt2NC
NC4,13-Brown fat(bFat),NC,1.096973865,TRUE,Qtrt2,Qtrt2NC
NC4,11-Muscle,NC,1.097527402,TRUE,Qtrt2,Qtrt2NC
Qtrt2,41-Spleen CD4 naive,Qtrt2,1.09788373,TRUE,Qtrt2,Qtrt2Qtrt2
NC5,14-Mesenteric fat(mFat),NC,1.098413912,TRUE,Qtrt2,Qtrt2NC
NC5,25-Tail epidermis,NC,1.098443252,TRUE,Qtrt2,Qtrt2NC
NC6,27-Small intestine(basal layer),NC,1.098895002,TRUE,Qtrt2,Qtrt2NC
NC8,04-Hippocampal formation,NC,1.099788007,TRUE,Qtrt2,Qtrt2NC
NC4,28-Small intestine(epithelium),NC,1.099860796,TRUE,Qtrt2,Qtrt2NC
NC4,08-Olfactory bulb,NC,1.100042571,TRUE,Qtrt2,Qtrt2NC
NC2,14-Mesenteric fat(mFat),NC,1.100237718,TRUE,Qtrt2,Qtrt2NC
NC6,30-LN Treg,NC,1.100324767,TRUE,Qtrt2,Qtrt2NC
NC5,40-Spleen CD8 naive,NC,1.100755668,TRUE,Qtrt2,Qtrt2NC
NC1,36-Spleen,NC,1.101288277,TRUE,Qtrt2,Qtrt2NC
NC1,28-Small intestine(epithelium),NC,1.10229202,TRUE,Qtrt2,Qtrt2NC
NC3,35-LN,NC,1.102325998,TRUE,Qtrt2,Qtrt2NC
NC3,25-Tail epidermis,NC,1.102782009,TRUE,Qtrt2,Qtrt2NC
NC7,38-Spleen CD8 effector/memory,NC,1.102802175,TRUE,Qtrt2,Qtrt2NC
NC6,01-Eyeball,NC,1.10281827,TRUE,Qtrt2,Qtrt2NC
NC4,06-Hypothalamus,NC,1.103056982,TRUE,Qtrt2,Qtrt2NC
NC3,12-Thyroid,NC,1.103100356,TRUE,Qtrt2,Qtrt2NC
NC3,13-Brown fat(bFat),NC,1.103364989,TRUE,Qtrt2,Qtrt2NC
NC3,17-Ear lobe,NC,1.103472466,TRUE,Qtrt2,Qtrt2NC
NC6,31-Spleen Treg,NC,1.103586112,TRUE,Qtrt2,Qtrt2NC
NC2,08-Olfactory bulb,NC,1.103806862,TRUE,Qtrt2,Qtrt2NC
NC8,36-Spleen,NC,1.103853512,TRUE,Qtrt2,Qtrt2NC
NC5,38-Spleen CD8 effector/memory,NC,1.104421003,TRUE,Qtrt2,Qtrt2NC
NC5,19-Perigonadal fat(pFat),NC,1.104429947,TRUE,Qtrt2,Qtrt2NC
NC2,06-Hypothalamus,NC,1.105115192,TRUE,Qtrt2,Qtrt2NC
NC2,38-Spleen CD8 effector/memory,NC,1.105182302,TRUE,Qtrt2,Qtrt2NC
NC6,27-Small intestine(basal layer),NC,1.10552378,TRUE,Qtrt2,Qtrt2NC
NC1,36-Spleen,NC,1.105781998,TRUE,Qtrt2,Qtrt2NC
NC5,05-Cerebral cortex,NC,1.105963443,TRUE,Qtrt2,Qtrt2NC
NC4,12-Thyroid,NC,1.106459165,TRUE,Qtrt2,Qtrt2NC
NC8,21-Kidney,NC,1.106888699,TRUE,Qtrt2,Qtrt2NC
NC5,22-Liver,NC,1.106963239,TRUE,Qtrt2,Qtrt2NC
NC4,13-Brown fat(bFat),NC,1.107250342,TRUE,Qtrt2,Qtrt2NC
NC2,08-Olfactory bulb,NC,1.108262191,TRUE,Qtrt2,Qtrt2NC
NC8,21-Kidney,NC,1.108361627,TRUE,Qtrt2,Qtrt2NC
NC6,01-Eyeball,NC,1.108363387,TRUE,Qtrt2,Qtrt2NC
NC3,11-Muscle,NC,1.108538052,TRUE,Qtrt2,Qtrt2NC
NC7,30-LN Treg,NC,1.108568179,TRUE,Qtrt2,Qtrt2NC
NC6,10-Heart,NC,1.108588725,TRUE,Qtrt2,Qtrt2NC
NC2,06-Hypothalamus,NC,1.10860296,TRUE,Qtrt2,Qtrt2NC
NC2,22-Liver,NC,1.10969515,TRUE,Qtrt2,Qtrt2NC
NC4,39-Whole blood,NC,1.109869646,TRUE,Qtrt2,Qtrt2NC
NC5,07-Brain stem,NC,1.110151376,TRUE,Qtrt2,Qtrt2NC
NC6,36-Spleen,NC,1.11047639,TRUE,Qtrt2,Qtrt2NC
NC1,02-Cerebellum(central part),NC,1.111072291,TRUE,Qtrt2,Qtrt2NC
NC8,35-LN,NC,1.111460094,TRUE,Qtrt2,Qtrt2NC
NC7,36-Spleen,NC,1.112884456,TRUE,Qtrt2,Qtrt2NC
NC2,23-Crude tail,NC,1.113016176,TRUE,Qtrt2,Qtrt2NC
NC7,03-Cerebellum(flocculus),NC,1.113195902,TRUE,Qtrt2,Qtrt2NC
NC7,21-Kidney,NC,1.11360713,TRUE,Qtrt2,Qtrt2NC
NC1,33-LN NK,NC,1.113763382,TRUE,Qtrt2,Qtrt2NC
NC2,05-Cerebral cortex,NC,1.113944004,TRUE,Qtrt2,Qtrt2NC
NC4,21-Kidney,NC,1.114275125,TRUE,Qtrt2,Qtrt2NC
NC5,21-Kidney,NC,1.114947892,TRUE,Qtrt2,Qtrt2NC
NC3,13-Brown fat(bFat),NC,1.114999079,TRUE,Qtrt2,Qtrt2NC
NC8,41-Spleen CD4 naive,NC,1.115215389,TRUE,Qtrt2,Qtrt2NC
NC7,31-Spleen Treg,NC,1.115952125,TRUE,Qtrt2,Qtrt2NC
NC4,18-Lung,NC,1.116125723,TRUE,Qtrt2,Qtrt2NC
NC6,25-Tail epidermis,NC,1.116712961,TRUE,Qtrt2,Qtrt2NC
NC8,28-Small intestine(epithelium),NC,1.116719243,TRUE,Qtrt2,Qtrt2NC
NC5,35-LN,NC,1.116807678,TRUE,Qtrt2,Qtrt2NC
NC6,39-Whole blood,NC,1.117023432,TRUE,Qtrt2,Qtrt2NC
NC5,17-Ear lobe,NC,1.117131266,TRUE,Qtrt2,Qtrt2NC
NC1,07-Brain stem,NC,1.117479733,TRUE,Qtrt2,Qtrt2NC
NC4,27-Small intestine(basal layer),NC,1.117528799,TRUE,Qtrt2,Qtrt2NC
NC3,26-Large intestine(basal layer),NC,1.117580168,TRUE,Qtrt2,Qtrt2NC
NC4,28-Small intestine(epithelium),NC,1.117655288,TRUE,Qtrt2,Qtrt2NC
NC4,21-Kidney,NC,1.118926877,TRUE,Qtrt2,Qtrt2NC
NC7,03-Cerebellum(flocculus),NC,1.1201373,TRUE,Qtrt2,Qtrt2NC
NC8,38-Spleen CD8 effector/memory,NC,1.120192308,TRUE,Qtrt2,Qtrt2NC
NC6,32-Spleen CD4 effector/memory,NC,1.120539255,TRUE,Qtrt2,Qtrt2NC
Qtrt2,04-Hippocampal formation,Qtrt2,1.120879549,TRUE,Qtrt2,Qtrt2Qtrt2
NC1,22-Liver,NC,1.121074117,TRUE,Qtrt2,Qtrt2NC
NC5,25-Tail skin dermis,NC,1.121612466,TRUE,Qtrt2,Qtrt2NC
NC2,07-Brain stem,NC,1.121645347,TRUE,Qtrt2,Qtrt2NC
NC8,28-Small intestine(epithelium),NC,1.122252747,TRUE,Qtrt2,Qtrt2NC
NC3,28-Small intestine(epithelium),NC,1.123026255,TRUE,Qtrt2,Qtrt2NC
NC2,10-Heart,NC,1.123653918,TRUE,Qtrt2,Qtrt2NC
NC4,14-Mesenteric fat(mFat),NC,1.123708111,TRUE,Qtrt2,Qtrt2NC
NC6,18-Lung,NC,1.123723042,TRUE,Qtrt2,Qtrt2NC
NC5,06-Hypothalamus,NC,1.124221871,TRUE,Qtrt2,Qtrt2NC
NC5,36-Spleen,NC,1.124385984,TRUE,Qtrt2,Qtrt2NC
NC5,34-Spleen NK,NC,1.124644213,TRUE,Qtrt2,Qtrt2NC
NC4,15-Salivary gland,NC,1.124790151,TRUE,Qtrt2,Qtrt2NC
NC1,35-LN,NC,1.125012988,TRUE,Qtrt2,Qtrt2NC
NC7,21-Kidney,NC,1.125219573,TRUE,Qtrt2,Qtrt2NC
NC6,15-Salivary gland,NC,1.125438174,TRUE,Qtrt2,Qtrt2NC
NC4,04-Hippocampal formation,NC,1.125516187,TRUE,Qtrt2,Qtrt2NC
NC6,14-Mesenteric fat(mFat),NC,1.126324368,TRUE,Qtrt2,Qtrt2NC
NC4,30-LN Treg,NC,1.127585878,TRUE,Qtrt2,Qtrt2NC
NC6,29-Large intestine(epithelium),NC,1.128696046,TRUE,Qtrt2,Qtrt2NC
NC7,38-Spleen CD8 effector/memory,NC,1.128739331,TRUE,Qtrt2,Qtrt2NC
NC4,25-Tail epidermis,NC,1.129352289,TRUE,Qtrt2,Qtrt2NC
NC2,22-Liver,NC,1.129567691,TRUE,Qtrt2,Qtrt2NC
NC1,04-Hippocampal formation,NC,1.129915238,TRUE,Qtrt2,Qtrt2NC
NC4,19-Perigonadal fat(pFat),NC,1.130090236,TRUE,Qtrt2,Qtrt2NC
NC5,10-Heart,NC,1.130195579,TRUE,Qtrt2,Qtrt2NC
NC6,38-Spleen CD8 effector/memory,NC,1.130310644,TRUE,Qtrt2,Qtrt2NC
NC3,40-Spleen CD8 naive,NC,1.130489237,TRUE,Qtrt2,Qtrt2NC
NC7,05-Cerebral cortex,NC,1.131242158,TRUE,Qtrt2,Qtrt2NC
NC2,25-Tail skin dermis,NC,1.13153251,TRUE,Qtrt2,Qtrt2NC
NC1,39-Whole blood,NC,1.13211962,TRUE,Qtrt2,Qtrt2NC
NC6,28-Small intestine(epithelium),NC,1.132240605,TRUE,Qtrt2,Qtrt2NC
NC4,01-Eyeball,NC,1.132453416,TRUE,Qtrt2,Qtrt2NC
NC1,02-Cerebellum(central part),NC,1.13261751,TRUE,Qtrt2,Qtrt2NC
NC1,35-LN,NC,1.133245576,TRUE,Qtrt2,Qtrt2NC
NC8,32-Spleen CD4 effector/memory,NC,1.133950954,TRUE,Qtrt2,Qtrt2NC
NC4,15-Salivary gland,NC,1.134138405,TRUE,Qtrt2,Qtrt2NC
NC2,27-Small intestine(basal layer),NC,1.134349511,TRUE,Qtrt2,Qtrt2NC
NC7,40-Spleen CD8 naive,NC,1.134455359,TRUE,Qtrt2,Qtrt2NC
NC5,25-Tail epidermis,NC,1.134627892,TRUE,Qtrt2,Qtrt2NC
NC3,26-Large intestine(basal layer),NC,1.134711092,TRUE,Qtrt2,Qtrt2NC
NC6,41-Spleen CD4 naive,NC,1.13481364,TRUE,Qtrt2,Qtrt2NC
NC4,29-Large intestine(epithelium),NC,1.135067343,TRUE,Qtrt2,Qtrt2NC
NC5,13-Brown fat(bFat),NC,1.135575531,TRUE,Qtrt2,Qtrt2NC
NC6,17-Ear lobe,NC,1.136163603,TRUE,Qtrt2,Qtrt2NC
NC5,01-Eyeball,NC,1.136662286,TRUE,Qtrt2,Qtrt2NC
NC4,23-Crude tail,NC,1.136989393,TRUE,Qtrt2,Qtrt2NC
NC2,10-Heart,NC,1.13714391,TRUE,Qtrt2,Qtrt2NC
NC6,33-LN NK,NC,1.137343927,TRUE,Qtrt2,Qtrt2NC
